"ID_CONVENIO";"CD_PLANO_TRABALHO";"ID_SITUACAO_CONVENIO";"SITUACAO";"NUMERO_PROPOSTA";"NUMERO_PLANO";"NUMERO_CONVENIO";"NUMERO_SIAFI";"CODIGO_ORGAO";"ORGAO_SIGLA";"MUNICIPIO";"CNPJ_PROPONENTE";"RAZAO_SOCIAL_PROPONENTE";"SITUACAO_CAGEC";"DATA_PUBLICACAO";"DATA_INICIO";"DATA_TERMINO";"VALOR_CONCEDENTE";"VALOR_PARLAMENTAR";"ID_STATUS_CONVENIO";"STATUS_CONVENIO";"VALOR_DESPESA_EMPENHADA";"VALOR_DESPESA_PAGA";"TEMPO_ANALISE_TECNICA_CONTINUO";"TEMPO_ANALISEJURIDICA_CONTINUO";"TEMPO_A_ENCAMINHADOR_CONTINUO"
168265;1102801;3;Instrumento Jurídico;"006604/2026";"005175/2026";"1301004891/2026";"9519642";1301;SEINFRA;UBA;"18128207000101";MUNICIPIO DE UBA;Irregular;TIMESTAMP '2026-08-14 00:00:00.000000';TIMESTAMP '2026-08-14 00:00:00.000000';TIMESTAMP '2028-11-30 00:00:00.000000';2379840.4;0;15;VIGENTE;0;0;"8 DIA(S), 5 HORA(S), 25 MINUTO(S)";"0 DIA(S), 0 HORA(S), 53 MINUTO(S)";"0 DIA(S), 0 HORA(S), 7 MINUTO(S)"
168256;1102800;3;Instrumento Jurídico;"005502/2026";"005135/2026";"1261004885/2026";"9519621";1261;SEE;ACAIACA;"05527283000148";ASSOCIACAO REGIONAL ESCOLA FAMILIA AGRICOLA PAULO FREIRE;Regular;TIMESTAMP '2026-08-13 00:00:00.000000';TIMESTAMP '2026-08-13 00:00:00.000000';TIMESTAMP '2031-08-12 00:00:00.000000';1114909.88;0;15;VIGENTE;0;0;"7 DIA(S), 0 HORA(S), 22 MINUTO(S)";"0 DIA(S), 0 HORA(S), 9 MINUTO(S)";"0 DIA(S), 0 HORA(S), 18 MINUTO(S)"
168257;1102820;3;Instrumento Jurídico;"006181/2026";"005060/2026";"1261004886/2026";"9519622";1261;SEE;SIMONESIA;"09604761000127";ASSOCIACAO REGIONAL ESCOLA FAMILIA AGRICOLA MARGARIDA ALVES;Regular;TIMESTAMP '2026-08-13 00:00:00.000000';TIMESTAMP '2026-08-13 00:00:00.000000';TIMESTAMP '2031-08-12 00:00:00.000000';1044658.98;0;15;VIGENTE;0;0;"20 DIA(S), 14 HORA(S), 25 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 0 MINUTO(S)"
168222;1102628;3;Instrumento Jurídico;"005740/2026";"004339/2026";"1261004884/2026";"9519419";1261;SEE;ARAPONGA;"01529208000165";ASSOCIACAO ESCOLA FAMILIA AGRICOLA - PURIS DE ARAPONGA - MG;Regular;TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2031-08-10 00:00:00.000000';1153477.63;0;15;VIGENTE;0;0;"5 DIA(S), 5 HORA(S), 37 MINUTO(S)";;"0 DIA(S), 3 HORA(S), 59 MINUTO(S)"
168223;1102629;3;Instrumento Jurídico;"005655/2026";"005137/2026";"1261004887/2026";"9519420";1261;SEE;VEREDINHA;"05743998000138";ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO EDUCACIONAL FAMILIAR E AGROPECUARIO DE VEREDINHA;Regular;TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2031-08-10 00:00:00.000000';1893444.41;0;15;VIGENTE;0;0;"16 DIA(S), 22 HORA(S), 41 MINUTO(S)";;"0 DIA(S), 15 HORA(S), 15 MINUTO(S)"
168221;1102647;3;Instrumento Jurídico;"001900/2026";"002452/2026";"1261004883/2026";"9519418";1261;SEE;CRUZILIA;"05586859000148";ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE CRUZILIA - AEFAC;Regular;TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2031-08-10 00:00:00.000000';3467059.15;0;15;VIGENTE;0;0;"4 DIA(S), 5 HORA(S), 17 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 8 MINUTO(S)"
168224;1102630;3;Instrumento Jurídico;"001833/2026";"005136/2026";"1261004889/2026";"9519421";1261;SEE;VIRGEM DA LAPA;"22695209000150";MOV PRO ESCOLA FAMILIA AGRICOLA NO V DO JEQUITINHONHA;Regular;TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2026-08-11 00:00:00.000000';TIMESTAMP '2031-08-10 00:00:00.000000';990720.34;0;15;VIGENTE;0;0;"15 DIA(S), 22 HORA(S), 58 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 0 MINUTO(S)"
168217;1102627;3;Instrumento Jurídico;"006496/2026";"005077/2026";"2371004882/2026";"9519408";2371;IMA;VICOSA;"25944455000196";UNIVERSIDADE FEDERAL DE VICOSA;Regular;TIMESTAMP '2026-08-10 00:00:00.000000';TIMESTAMP '2026-08-10 00:00:00.000000';TIMESTAMP '2029-08-08 00:00:00.000000';3080480;0;15;VIGENTE;0;0;"0 DIA(S), 21 HORA(S), 18 MINUTO(S)";"0 DIA(S), 0 HORA(S), 21 MINUTO(S)";"2 DIA(S), 20 HORA(S), 47 MINUTO(S)"
168151;1102593;3;Instrumento Jurídico;"005764/2026";"005059/2026";"1261004881/2026";"9519258";1261;SEE;ITINGA;"00853943000167";ASSOCIACAO DA ESCOLA FAMILIA AGRICOLA DO JACARE AEFA;Regular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2031-07-31 00:00:00.000000';939050.81;0;15;VIGENTE;0;939050.81;"2 DIA(S), 5 HORA(S), 35 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 7 MINUTO(S)"
168146;1102588;3;Instrumento Jurídico;"001747/2026";"003093/2026";"1261004876/2026";"9519253";1261;SEE;ITAIPE;"11562703000120";ASSOCIACAO DA ESCOLA FAMILIA AGRICOLA DE CARAI, CATUJI, ITAIPE E LADAINHA;Regular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2031-07-31 00:00:00.000000';1632279.66;0;15;VIGENTE;0;1632279.66;"14 DIA(S), 21 HORA(S), 41 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 1 HORA(S), 19 MINUTO(S)"
168148;1102590;3;Instrumento Jurídico;"006152/2026";"005061/2026";"1261004878/2026";"9519255";1261;SEE;TAIOBEIRAS;"13234016000100";ASSOCIACAO ESCOLA FAMILIA AGRICOLA DO ALTO RIO PARDO;Regular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2031-07-31 00:00:00.000000';2111081.7;0;15;VIGENTE;0;2111081.7;"7 DIA(S), 7 HORA(S), 46 MINUTO(S)";;"0 DIA(S), 14 HORA(S), 15 MINUTO(S)"
168147;1102589;3;Instrumento Jurídico;"005379/2026";"004345/2026";"1261004877/2026";"9519254";1261;SEE;ITAOBIM;"03593777000103";ASSOCIACAO ESCOLA FAMILIA AGRICOLA DO MEDIO E BAIXO JEQUITINHONHA;Regular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2027-07-31 00:00:00.000000';2524592.54;0;15;VIGENTE;0;2524592.54;"16 DIA(S), 20 HORA(S), 27 MINUTO(S)";;"0 DIA(S), 16 HORA(S), 12 MINUTO(S)"
168150;1102592;3;Instrumento Jurídico;"005931/2026";"005134/2026";"1261004880/2026";"9519257";1261;SEE;JEQUERI;"03998794000112";ASSOCIACAO DA ESCOLA FAMILIA AGRICOLA DE JEQUERI;Irregular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2031-07-31 00:00:00.000000';1607107.39;0;15;VIGENTE;0;1607107.39;"4 DIA(S), 19 HORA(S), 22 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 4 MINUTO(S)"
168149;1102591;3;Instrumento Jurídico;"005741/2026";"005132/2026";"1261004879/2026";"9519256";1261;SEE;MALACACHETA;"11211251000131";ASSOCIACAO ESCOLA FAMILIA AGRICOLA OESTE DO MUCURI;Regular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2031-07-31 00:00:00.000000';2502828.81;0;15;VIGENTE;0;2502828.81;"2 DIA(S), 5 HORA(S), 39 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 19 MINUTO(S)"
168145;1102587;3;Instrumento Jurídico;"002168/2026";"003090/2026";"1261004875/2026";"9519252";1261;SEE;COMERCINHO;"22692198000154";ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE COMERCINHO;Regular;TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2026-08-01 00:00:00.000000';TIMESTAMP '2031-07-31 00:00:00.000000';1096051.05;0;15;VIGENTE;0;1096051.05;"5 DIA(S), 19 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 47 MINUTO(S)"
167953;1102459;3;Instrumento Jurídico;"006502/2026";"005081/2026";"1271004874/2026";"9518845";1271;SECULT;ARACUAI;"50453971000165";INSTITUTO SOCIOCULTURAL BRUTAFLOR;Regular;TIMESTAMP '2026-07-11 00:00:00.000000';TIMESTAMP '2026-07-11 00:00:00.000000';TIMESTAMP '2027-01-06 00:00:00.000000';0;400000;15;VIGENTE;0;400000;"0 DIA(S), 22 HORA(S), 40 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 27 MINUTO(S)"
167841;1102353;3;Instrumento Jurídico;"006407/2026";"004977/2026";"1261004830/2026";"9518699";1261;SEE;BOTELHOS;"17847641000189";MUNICIPIO DE BOTELHOS;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-06-01 00:00:00.000000';519171;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 6 HORA(S), 20 MINUTO(S)"
167936;1102439;3;Instrumento Jurídico;"004774/2026";"004147/2026";"1321004870/2026";"9518813";1321;SES;JUIZ DE FORA;"21599824000108";ASCOMCER - INSTITUTO DE SAUDE;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2027-07-02 00:00:00.000000';11000000;0;15;VIGENTE;0;0;"2 DIA(S), 16 HORA(S), 50 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 36 MINUTO(S)"
167839;1102351;3;Instrumento Jurídico;"006557/2026";"005154/2026";"1261004873/2026";"9518697";1261;SEE;URUCUIA;"25223850000180";MUNICIPIO DE URUCUIA;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';1500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 7 MINUTO(S)"
167874;1102303;3;Instrumento Jurídico;"006021/2026";"004710/2026";"1481004836/2026";"9518642";1481;SEDESE;DELFINOPOLIS;"17894064000186";MUNICIPIO DE DELFINOPOLIS;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';355500;0;15;VIGENTE;0;0;"0 DIA(S), 6 HORA(S), 51 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 0 MINUTO(S)"
167821;1102336;3;Instrumento Jurídico;"005786/2026";"004116/2026";"1261004857/2026";"9518684";1261;SEE;BRUMADINHO;"18363929000140";MUNICIPIO DE BRUMADINHO;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';2000000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 2 MINUTO(S)"
167824;1102348;3;Instrumento Jurídico;"000787/2026";"000809/2026";"1261004085/2026";"9518687";1261;SEE;OLHOS D'AGUA;"01612547000100";MUNICIPIO DE OLHOS-D'AGUA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';250000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 11 HORA(S), 29 MINUTO(S)"
167787;1102311;3;Instrumento Jurídico;"006508/2026";"005087/2026";"1261004854/2026";"9518652";1261;SEE;SERITINGA;"18008854000180";MUNICIPIO DE SERITINGA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';679580;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)"
167819;1102346;3;Instrumento Jurídico;"005912/2026";"004109/2026";"1261004858/2026";"9518682";1261;SEE;MANTENA;"18504167000155";MUNICIPIO DE MANTENA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';1000000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 4 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 31 MINUTO(S)"
167789;1102313;3;Instrumento Jurídico;"002355/2026";"001982/2026";"1261004792/2026";"9518654";1261;SEE;ROCHEDO DE MINAS;"18558080000160";MUNICIPIO DE ROCHEDO DE MINAS;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)"
167825;1102349;3;Instrumento Jurídico;"000032/2026";"000038/2026";"1261004852/2026";"9518689";1261;SEE;SAO JOAO DO PARAISO;"24791154000107";MUNICIPIO DE SAO JOAO DO PARAISO;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)"
167810;1102331;3;Instrumento Jurídico;"001625/2026";"000988/2026";"1261004859/2026";"9518671";1261;SEE;SANTANA DO RIACHO;"18715458000192";MUNICIPIO DE SANTANA DO RIACHO;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';1520000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 6 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 17 MINUTO(S)"
167812;1102322;3;Instrumento Jurídico;"002079/2026";"001291/2026";"1261004867/2026";"9518673";1261;SEE;SANTANA DO PARAISO;"38515573000120";MUNICIPIO DE SANTANA DO PARAISO;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';5486743.06;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 6 MINUTO(S)"
167775;1102304;3;Instrumento Jurídico;"000760/2026";"005147/2026";"1301004866/2026";"9518643";1301;SEINFRA;ITANHOMI;"18493239000106";MUNICIPIO DE ITANHOMI;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-10-19 00:00:00.000000';2000000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 29 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 5 MINUTO(S)"
167785;1102310;3;Instrumento Jurídico;"005417/2026";"003246/2026";"1261004794/2026";"9518650";1261;SEE;ALTO RIO DOCE;"18094748000166";MUNICIPIO DE ALTO RIO DOCE;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';1300000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 11 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 11 HORA(S), 11 MINUTO(S)"
167800;1102319;3;Instrumento Jurídico;"002356/2026";"001579/2026";"1261004826/2026";"9518664";1261;SEE;PRATA;"18260505000150";MUNICIPIO DE PRATA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)"
167791;1102314;3;Instrumento Jurídico;"004377/2026";"002132/2026";"1261004812/2026";"9518656";1261;SEE;SANTA EFIGENIA DE MINAS;"18307462000111";MUNICIPIO DE SANTA EFIGENIA DE MINAS;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';599546.93;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 2 MINUTO(S)"
167820;1102335;3;Instrumento Jurídico;"001982/2026";"002846/2026";"1261004851/2026";"9518683";1261;SEE;PAIVA;"17747965000145";MUNICIPIO DE PAIVA;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';400000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 3 MINUTO(S)"
167790;1102157;3;Instrumento Jurídico;"004029/2026";"002733/2026";"1261004806/2026";"9518655";1261;SEE;FREI GASPAR;"18404913000139";MUNICIPIO DE FREI GASPAR;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 22 MINUTO(S)"
167811;1102321;3;Instrumento Jurídico;"001352/2026";"001977/2026";"1261004863/2026";"9518672";1261;SEE;PERDOES;"18244343000167";MUNICIPIO DE PERDOES;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';299979.44;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 6 MINUTO(S)"
167803;1102328;3;Instrumento Jurídico;"001944/2026";"001160/2026";"1261004828/2026";"9518667";1261;SEE;SAO JOAO NEPOMUCENO;"18558072000114";MUNICIPIO DE SAO JOAO NEPOMUCENO;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';250000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 8 HORA(S), 4 MINUTO(S)"
167801;1102320;3;Instrumento Jurídico;"005762/2026";"003949/2026";"1261004827/2026";"9518665";1261;SEE;SANTA BARBARA;"19391945000100";MUNICIPIO DE SANTA BARBARA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';250000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 7 HORA(S), 24 MINUTO(S)"
167818;1102345;3;Instrumento Jurídico;"005748/2025";"004625/2026";"1261004861/2026";"9518681";1261;SEE;SAO JOSE DA VARGINHA;"18313882000100";MUNICIPIO DE SAO JOSE DA VARGINHA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';648096.02;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 5 MINUTO(S)"
167809;1102330;3;Instrumento Jurídico;"005478/2026";"004901/2026";"1261004855/2026";"9518670";1261;SEE;UNIAO DE MINAS;"01051819000140";MUNICIPIO DE UNIAO DE MINAS;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';700000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 3 MINUTO(S)"
167788;1102312;3;Instrumento Jurídico;"002377/2026";"003170/2026";"1261004556/2026";"9518653";1261;SEE;JEQUITINHONHA;"07776325000100";ASSOCICAO ESCOLA FAMILIA AGRICOLA RENASCER;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2031-07-02 00:00:00.000000';735175.67;0;15;VIGENTE;0;735175.67;"17 DIA(S), 20 HORA(S), 57 MINUTO(S)";;"0 DIA(S), 1 HORA(S), 21 MINUTO(S)"
167815;1102324;3;Instrumento Jurídico;"001362/2026";"000957/2026";"1261004041/2026";"9518677";1261;SEE;SALTO DA DIVISA;"18347401000188";MUNICIPIO DE SALTO DA DIVISA;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';249691;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 18 HORA(S), 36 MINUTO(S)"
167840;1102352;3;Instrumento Jurídico;"005345/2026";"003923/2026";"1261004865/2026";"9518698";1261;SEE;PECANHA;"18409227000150";MUNICIPIO DE PECANHA;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';248588.96;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 4 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 10 MINUTO(S)"
167822;1102347;3;Instrumento Jurídico;"001209/2026";"000933/2026";"1261004831/2026";"9518685";1261;SEE;INGAI;"18244319000128";MUNICIPIO DE INGAI;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';614745.54;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 7 HORA(S), 28 MINUTO(S)"
167843;1102365;3;Instrumento Jurídico;"005272/2026";"003160/2026";"1261004869/2026";"9518701";1261;SEE;MACHADO;"18242784000120";MUNICIPIO DE MACHADO;Regular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2027-12-24 00:00:00.000000';500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 9 MINUTO(S)";"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 4 HORA(S), 33 MINUTO(S)"
167798;1102326;3;Instrumento Jurídico;"001456/2026";"000886/2026";"1261004824/2026";"9518662";1261;SEE;PEQUI;"18313874000164";MUNICIPIO DE PEQUI;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';399978.94;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 7 HORA(S), 56 MINUTO(S)"
167844;1102355;3;Instrumento Jurídico;"000231/2026";"000525/2026";"1261002485/2026";"9518702";1261;SEE;QUARTEL GERAL;"18296699000144";MUNICIPIO DE QUARTEL GERAL;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';250000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 7 HORA(S), 33 MINUTO(S)"
167813;1102323;3;Instrumento Jurídico;"004392/2026";"004051/2026";"1261004862/2026";"9518674";1261;SEE;PARAOPEBA;"18116160000166";MUNICIPIO DE PARAOPEBA;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';500000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 3 MINUTO(S)"
167792;1102315;3;Instrumento Jurídico;"003848/2026";"003632/2026";"1261004816/2026";"9518657";1261;SEE;COLUNA;"18307397000124";MUNICIPIO DE COLUNA;Irregular;TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2026-07-03 00:00:00.000000';TIMESTAMP '2028-07-01 00:00:00.000000';700000;0;15;VIGENTE;0;0;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 5 MINUTO(S)"
